,player_name,team_abbreviation,age,player_height,player_weight,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,allstar,was_allstar,previous_allstars,scaled_gp,western_conf
10472,Tomas Satoransky,WAS,27.0,200.66,95.25431999999999,8.9,3.5,5.0,-0.4,0.036000000000000004,0.09,0.139,0.59,0.248,2018,0,0,0,0.975609756097561,False
10473,Tony Bradley,UTA,21.0,208.28,112.490816,5.7,5.0,0.3,-18.9,0.196,0.188,0.2,0.504,0.042,2018,0,0,0,0.036585365853658534,True
10474,Tony Parker,CHA,37.0,187.96,83.91452,9.5,1.5,3.7,-0.1,0.013,0.067,0.247,0.512,0.331,2018,0,0,6,0.6829268292682927,False
10476,Torrey Craig,DEN,28.0,200.66,97.52228,5.7,3.5,1.0,3.3,0.057,0.112,0.121,0.547,0.062,2018,0,0,0,0.9146341463414634,True
10477,Trae Young,ATL,20.0,187.96,81.64656,19.1,3.7,8.1,-6.3,0.024,0.091,0.277,0.539,0.39,2018,0,0,0,0.9878048780487805,False
10480,Trevor Ariza,WAS,33.0,203.2,97.52228,12.5,5.4,3.7,-6.8,0.021,0.139,0.16399999999999998,0.534,0.149,2018,0,0,0,0.8414634146341463,False
10481,Trey Burke,DAL,26.0,185.42,79.3786,10.9,1.7,2.7,-1.5,0.023,0.059,0.242,0.524,0.229,2018,0,0,0,0.7073170731707317,True
10482,Trey Lyles,DEN,23.0,208.28,106.140528,8.5,3.8,1.4,0.0,0.036000000000000004,0.172,0.229,0.5,0.116,2018,0,0,0,0.7804878048780488,True
10483,Tristan Thompson,CLE,28.0,208.28,107.954896,10.9,10.2,2.0,-12.3,0.13699999999999998,0.237,0.175,0.551,0.11,2018,0,0,0,0.524390243902439,False
10490,Jonas Jerebko,GSW,32.0,208.28,104.779752,6.3,3.9,1.3,1.5,0.055,0.168,0.14400000000000002,0.588,0.106,2018,0,0,0,0.8902439024390244,True
10492,Otto Porter Jr.,CHI,26.0,203.2,89.811216,13.9,5.6,2.1,-0.4,0.031,0.153,0.185,0.569,0.1,2018,0,0,0,0.6829268292682927,False
10493,Kentavious Caldwell-Pope,LAL,26.0,195.58,92.98636,11.4,2.9,1.3,-3.7,0.022,0.08800000000000001,0.175,0.568,0.077,2018,0,0,0,1.0,True
10494,Kevin Durant,GSW,30.0,205.74,108.86208,26.0,6.4,5.9,11.4,0.013,0.153,0.28300000000000003,0.631,0.251,2018,1,1,9,0.9512195121951219,True
10495,Kevin Huerter,ATL,20.0,200.66,86.18248,9.7,3.3,2.9,-2.2,0.027000000000000003,0.087,0.153,0.5329999999999999,0.139,2018,0,0,0,0.9146341463414634,False
10496,Kevin Knox II,NYK,19.0,205.74,97.52228,12.8,4.5,1.1,-13.6,0.025,0.12,0.219,0.475,0.06,2018,0,0,0,0.9146341463414634,False
10497,Kevin Love,CLE,30.0,208.28,113.851592,17.0,10.9,2.2,-4.2,0.051,0.344,0.259,0.561,0.125,2018,0,1,5,0.2682926829268293,False
10498,Kevon Looney,GSW,23.0,205.74,99.79024,6.3,5.2,1.5,10.3,0.126,0.133,0.122,0.636,0.106,2018,0,0,0,0.975609756097561,True
10500,Khris Middleton,MIL,27.0,203.2,100.697424,18.3,6.0,4.3,10.5,0.021,0.149,0.246,0.5579999999999999,0.194,2018,1,0,0,0.9390243902439024,False
10502,Klay Thompson,GSW,29.0,200.66,97.52228,21.5,3.8,2.4,6.5,0.015,0.08900000000000001,0.254,0.5710000000000001,0.103,2018,1,1,4,0.9512195121951219,True
10506,Kent Bazemore,ATL,29.0,195.58,91.171992,11.6,3.9,2.3,-7.7,0.02,0.126,0.215,0.507,0.14400000000000002,2018,0,0,0,0.8170731707317073,False
10507,Kris Dunn,CHI,25.0,193.04,92.98636,11.3,4.1,6.0,-7.6,0.013,0.119,0.198,0.484,0.29,2018,0,0,0,0.5609756097560976,False
10508,Kyle Korver,UTA,38.0,200.66,96.161504,8.6,2.3,1.2,3.6,0.006,0.105,0.174,0.5820000000000001,0.08800000000000001,2018,0,0,1,0.8536585365853658,True
10509,Kyle Kuzma,LAL,23.0,205.74,99.79024,18.7,5.5,2.5,-1.3,0.025,0.127,0.233,0.546,0.113,2018,0,0,0,0.8536585365853658,True
10510,Kyle Lowry,TOR,33.0,185.42,88.904032,14.2,4.8,8.7,10.7,0.019,0.114,0.191,0.562,0.329,2018,1,1,4,0.7926829268292683,False
10512,Kyrie Irving,BOS,27.0,190.5,87.543256,23.8,5.0,6.9,6.2,0.031,0.113,0.28600000000000003,0.5920000000000001,0.33,2018,1,1,5,0.8170731707317073,False
10513,LaMarcus Aldridge,SAS,33.0,210.82,117.93392,21.3,9.2,2.4,1.5,0.096,0.18,0.268,0.5760000000000001,0.115,2018,1,1,6,0.9878048780487805,True
10514,Lance Stephenson,LAL,28.0,198.12,104.32616,7.2,3.2,2.1,-4.5,0.026,0.15,0.197,0.529,0.175,2018,0,0,0,0.8292682926829268,True
10516,Landry Shamet,LAC,22.0,195.58,85.275296,9.1,1.7,1.5,1.7,0.011,0.06,0.145,0.604,0.09,2018,0,0,0,0.9634146341463414,True
10517,Langston Galloway,DET,27.0,187.96,90.7184,8.4,2.1,1.1,0.1,0.025,0.07,0.153,0.534,0.07200000000000001,2018,0,0,0,0.975609756097561,False
10518,Larry Nance Jr.,CLE,26.0,205.74,104.32616,9.4,8.2,3.2,-8.8,0.09,0.224,0.152,0.583,0.179,2018,0,0,0,0.8170731707317073,False
10519,Lauri Markkanen,CHI,22.0,213.36,108.86208,18.7,9.0,1.4,-5.5,0.043,0.234,0.245,0.5529999999999999,0.07,2018,0,0,0,0.6341463414634146,False
10520,LeBron James,LAL,34.0,203.2,113.398,27.4,8.5,8.3,2.0,0.029,0.193,0.311,0.588,0.376,2018,1,1,14,0.6707317073170732,True
10521,Kyle Anderson,MEM,25.0,205.74,104.32616,8.0,5.8,3.0,-2.1,0.038,0.161,0.127,0.569,0.155,2018,0,0,0,0.524390243902439,True
10522,Kenrich Williams,NOP,24.0,200.66,95.25431999999999,6.1,4.8,1.8,-3.8,0.046,0.145,0.119,0.485,0.094,2018,0,0,0,0.5609756097560976,True
10523,Kenneth Faried,HOU,29.0,203.2,99.79024,10.4,6.8,0.5,4.0,0.123,0.21,0.194,0.622,0.043,2018,0,0,0,0.45121951219512196,True
10524,Kemba Walker,CHA,29.0,185.42,83.46092800000002,25.6,4.4,5.9,0.4,0.017,0.106,0.308,0.5579999999999999,0.287,2018,1,1,2,1.0,False
10525,Jonathan Isaac,ORL,21.0,208.28,95.25431999999999,9.6,5.5,1.1,1.0,0.048,0.152,0.16,0.537,0.055,2018,0,0,0,0.9146341463414634,False
10526,Jonathon Simmons,PHI,29.0,198.12,88.45044,6.5,2.3,2.3,-5.3,0.024,0.09,0.182,0.466,0.175,2018,0,0,0,0.6829268292682927,False
10528,Jordan Clarkson,CLE,27.0,195.58,87.996848,16.8,3.3,2.4,-8.0,0.035,0.087,0.266,0.539,0.153,2018,0,0,0,0.9878048780487805,False
10533,Josh Hart,LAL,24.0,195.58,97.52228,7.8,3.7,1.4,0.4,0.019,0.109,0.13,0.526,0.07200000000000001,2018,0,0,0,0.8170731707317073,True
10534,Josh Jackson,PHX,22.0,203.2,90.7184,11.5,4.4,2.3,-9.6,0.032,0.136,0.234,0.487,0.142,2018,0,0,0,0.9634146341463414,True
10535,Josh Okogie,MIN,20.0,193.04,96.161504,7.7,2.9,1.2,-1.0,0.021,0.098,0.14800000000000002,0.4920000000000001,0.068,2018,0,0,0,0.9024390243902439,True
10536,Josh Richardson,MIA,25.0,198.12,90.7184,16.6,3.6,4.1,1.0,0.02,0.078,0.203,0.536,0.177,2018,0,0,0,0.8902439024390244,False
10537,Jrue Holiday,NOP,29.0,193.04,92.98636,21.2,5.0,7.7,4.4,0.03,0.099,0.25,0.555,0.308,2018,0,0,1,0.8170731707317073,True
10538,Juancho Hernangomez,DEN,23.0,205.74,104.32616,5.8,3.8,0.8,1.3,0.044,0.14400000000000002,0.119,0.58,0.054000000000000006,2018,0,0,0,0.8536585365853658,True
10540,Julius Randle,NOP,24.0,205.74,113.398,21.4,8.7,3.1,-0.2,0.069,0.198,0.273,0.6,0.158,2018,0,0,0,0.8902439024390244,True
10542,Justin Holiday,MEM,30.0,198.12,82.10015200000002,10.5,3.9,1.8,-7.7,0.017,0.103,0.153,0.52,0.084,2018,0,0,0,1.0,True
10543,Justin Jackson,DAL,24.0,203.2,95.25431999999999,7.2,2.6,1.2,-0.9,0.025,0.096,0.141,0.561,0.081,2018,0,0,0,0.9878048780487805,True
10545,Justise Winslow,MIA,23.0,200.66,102.0582,12.6,5.4,4.3,3.4,0.031,0.141,0.206,0.513,0.213,2018,0,0,0,0.8048780487804879,False
10546,Jusuf Nurkic,POR,24.0,213.36,124.7378,15.6,10.4,3.2,10.5,0.119,0.241,0.241,0.57,0.168,2018,0,0,0,0.8780487804878049,True
10547,Kadeem Allen,NYK,26.0,190.5,90.7184,9.9,2.7,4.0,-4.1,0.019,0.1,0.195,0.574,0.277,2018,0,0,0,0.23170731707317074,False
10549,Karl-Anthony Towns,MIN,23.0,213.36,112.490816,24.4,12.4,3.4,0.9,0.097,0.257,0.28,0.622,0.16899999999999998,2018,1,1,1,0.9390243902439024,True
10550,Kawhi Leonard,TOR,28.0,200.66,104.32616,26.6,7.3,3.3,7.9,0.039,0.165,0.3,0.606,0.159,2018,1,0,2,0.7317073170731707,False
10552,Kelly Olynyk,MIA,28.0,213.36,108.86208,10.0,4.7,1.8,1.9,0.038,0.16,0.175,0.61,0.113,2018,0,0,0,0.9634146341463414,False
10553,Kelly Oubre Jr.,PHX,23.0,200.66,92.98636,15.2,4.7,1.2,-6.0,0.035,0.126,0.223,0.551,0.067,2018,0,0,0,0.8414634146341463,True
10555,Lonzo Ball,LAL,21.0,198.12,86.18248,9.9,5.3,5.4,-0.7,0.036000000000000004,0.124,0.16699999999999998,0.487,0.236,2018,0,0,0,0.573170731707317,True
10557,Lou Williams,LAC,32.0,185.42,79.3786,20.0,3.0,5.4,3.9,0.019,0.081,0.308,0.5539999999999999,0.318,2018,0,0,0,0.9146341463414634,True
10558,Mike Conley,MEM,31.0,185.42,79.3786,21.1,3.4,6.4,0.7,0.017,0.08800000000000001,0.262,0.569,0.327,2018,0,0,0,0.8536585365853658,True
10559,Mike Muscala,LAL,27.0,210.82,108.86208,7.0,3.8,1.2,1.0,0.041,0.133,0.138,0.564,0.081,2018,0,0,0,0.7804878048780488,True
10560,Mike Scott,PHI,30.0,203.2,107.501304,5.8,3.5,0.8,1.8,0.029,0.147,0.139,0.528,0.064,2018,0,0,0,0.9634146341463414,False
10561,Miles Bridges,CHA,21.0,200.66,102.0582,7.5,4.0,1.2,-3.7,0.037000000000000005,0.14800000000000002,0.147,0.5479999999999999,0.081,2018,0,0,0,0.975609756097561,False
10565,Mitchell Robinson,NYK,21.0,215.9,108.86208,7.3,6.4,0.6,-6.2,0.122,0.166,0.119,0.6920000000000001,0.042,2018,0,0,0,0.8048780487804879,False
10566,Mo Bamba,ORL,21.0,213.36,100.243832,6.2,5.0,0.8,-14.9,0.07400000000000001,0.213,0.174,0.539,0.086,2018,0,0,0,0.573170731707317,False
10567,Monte Morris,DEN,24.0,190.5,79.3786,10.4,2.4,3.6,4.3,0.017,0.078,0.168,0.5770000000000001,0.221,2018,0,0,0,1.0,True
10568,Montrezl Harrell,LAC,25.0,203.2,108.86208,16.6,6.5,2.0,1.9,0.085,0.146,0.227,0.636,0.123,2018,0,0,0,1.0,True
10570,Myles Turner,IND,23.0,210.82,113.398,13.3,7.2,1.6,2.8,0.048,0.195,0.199,0.5670000000000001,0.083,2018,0,0,0,0.9024390243902439,False
10572,Nemanja Bjelica,SAC,31.0,208.28,106.140528,9.6,5.8,1.9,2.7,0.065,0.171,0.162,0.585,0.107,2018,0,0,0,0.9390243902439024,True
10576,Nicolas Batum,CHA,30.0,203.2,90.7184,9.3,5.2,3.3,-0.5,0.028,0.131,0.129,0.581,0.145,2018,0,0,0,0.9146341463414634,False
10578,Nikola Jokic,DEN,24.0,213.36,113.398,20.1,10.8,7.3,5.8,0.08900000000000001,0.249,0.271,0.589,0.361,2018,1,0,0,0.975609756097561,True
10579,Nikola Mirotic,MIL,28.0,208.28,113.398,15.2,7.4,1.2,3.7,0.045,0.198,0.206,0.584,0.061,2018,0,0,0,0.5609756097560976,False
10580,Nikola Vucevic,ORL,28.0,213.36,117.93392,20.8,12.0,3.8,4.0,0.08800000000000001,0.28600000000000003,0.276,0.573,0.208,2018,1,0,0,0.975609756097561,False
10581,Noah Vonleh,NYK,23.0,205.74,113.398,8.4,7.8,1.9,-7.6,0.06,0.234,0.14400000000000002,0.561,0.108,2018,0,0,0,0.8292682926829268,False
10582,Norman Powell,TOR,26.0,193.04,97.52228,8.6,2.3,1.5,0.2,0.013,0.102,0.182,0.596,0.119,2018,0,0,0,0.7317073170731707,False
10583,OG Anunoby,TOR,21.0,203.2,105.233344,7.0,2.9,0.7,-1.7,0.04,0.1,0.14800000000000002,0.544,0.05,2018,0,0,0,0.8170731707317073,False
10585,Omari Spellman,ATL,21.0,205.74,111.13004,5.9,4.2,1.0,-10.3,0.08,0.14400000000000002,0.146,0.516,0.085,2018,0,0,0,0.5609756097560976,False
10586,Omri Casspi,MEM,31.0,205.74,102.0582,6.3,3.2,0.7,1.1,0.033,0.184,0.17,0.606,0.077,2018,0,0,0,0.43902439024390244,True
10587,Mikal Bridges,PHX,22.0,200.66,95.25431999999999,8.3,3.2,2.1,-6.8,0.023,0.085,0.119,0.556,0.097,2018,0,0,0,1.0,True
10588,P.J. Tucker,HOU,34.0,198.12,111.13004,7.3,5.8,1.2,4.5,0.041,0.129,0.094,0.547,0.047,2018,0,0,0,1.0,True
10589,Michael Kidd-Gilchrist,CHA,25.0,200.66,105.233344,6.7,3.8,1.0,-0.9,0.069,0.129,0.153,0.5529999999999999,0.077,2018,0,0,0,0.7804878048780488,False
10590,Michael Beasley,LAL,30.0,205.74,106.59412,7.0,2.3,1.0,-6.0,0.044,0.153,0.28800000000000003,0.532,0.149,2018,0,0,0,0.3170731707317073,True
10592,Luka Doncic,DAL,20.0,200.66,98.883056,21.2,7.8,6.0,-3.1,0.036000000000000004,0.198,0.29600000000000004,0.545,0.317,2018,0,0,0,0.8780487804878049,True
10593,Luke Kennard,DET,23.0,195.58,93.439952,9.7,2.9,1.8,0.3,0.008,0.121,0.179,0.56,0.122,2018,0,0,0,0.7682926829268293,False
10594,Luke Kornet,NYK,23.0,215.9,113.398,7.0,2.9,1.2,-3.5,0.033,0.123,0.17800000000000002,0.531,0.108,2018,0,0,0,0.5609756097560976,False
10595,Luol Deng,MIN,34.0,205.74,107.501304,7.1,3.3,0.8,10.0,0.049,0.125,0.155,0.588,0.062,2018,0,0,2,0.2682926829268293,True
10597,Malcolm Brogdon,MIL,26.0,195.58,103.872568,15.6,4.5,3.2,10.7,0.035,0.107,0.202,0.614,0.157,2018,0,0,0,0.7804878048780488,False
10599,Malik Beasley,DEN,22.0,195.58,88.45044,11.3,2.5,1.2,3.9,0.018000000000000002,0.085,0.181,0.599,0.07400000000000001,2018,0,0,0,0.9878048780487805,True
10600,Malik Monk,CHA,21.0,190.5,90.7184,8.9,1.9,1.6,-2.7,0.012,0.095,0.236,0.518,0.14300000000000002,2018,0,0,0,0.8902439024390244,False
10602,Marc Gasol,TOR,34.0,215.9,115.66596,13.6,7.9,4.4,3.5,0.034,0.227,0.21,0.546,0.222,2018,0,0,3,0.9634146341463414,False
10603,Marcin Gortat,LAC,35.0,210.82,108.86208,5.0,5.6,1.4,-6.5,0.08900000000000001,0.253,0.14800000000000002,0.562,0.123,2018,0,0,0,0.573170731707317,True
10604,Marco Belinelli,SAS,33.0,195.58,95.25431999999999,10.5,2.5,1.7,0.8,0.009000000000000001,0.093,0.187,0.557,0.102,2018,0,0,0,0.9634146341463414,True
10606,Marcus Morris Sr.,BOS,29.0,205.74,106.59412,13.9,6.1,1.5,1.4,0.035,0.17600000000000002,0.203,0.568,0.073,2018,0,0,0,0.9146341463414634,False
10607,Marcus Smart,BOS,25.0,193.04,99.79024,8.9,2.9,4.0,3.8,0.025,0.077,0.14400000000000002,0.568,0.19,2018,0,0,0,0.975609756097561,False
10608,Mario Hezonja,NYK,24.0,203.2,102.0582,8.8,4.1,1.5,-10.0,0.021,0.168,0.208,0.4970000000000001,0.116,2018,0,0,0,0.7073170731707317,False
10609,Markelle Fultz,ORL,21.0,193.04,90.7184,8.2,3.7,3.1,-0.4,0.056,0.08800000000000001,0.189,0.452,0.212,2018,0,0,0,0.23170731707317074,False
10610,Markieff Morris,OKC,29.0,208.28,111.13004,9.4,4.6,1.4,-5.9,0.045,0.161,0.191,0.521,0.092,2018,0,0,0,0.7073170731707317,False
10612,Marvin Bagley III,SAC,20.0,210.82,106.140528,14.9,7.6,1.0,-3.2,0.092,0.18,0.237,0.562,0.06,2018,0,0,0,0.7560975609756098,True
10613,Marvin Williams,CHA,33.0,205.74,107.501304,10.1,5.4,1.2,-0.4,0.033,0.152,0.147,0.5479999999999999,0.061,2018,0,0,0,0.9146341463414634,False
10614,Mason Plumlee,DEN,29.0,210.82,106.59412,7.8,6.4,3.0,3.2,0.091,0.198,0.159,0.602,0.199,2018,0,0,0,1.0,True
10615,Matthew Dellavedova,CLE,28.0,193.04,90.7184,5.9,1.6,3.8,-3.8,0.006999999999999999,0.081,0.173,0.532,0.329,2018,0,0,0,0.5853658536585366,False
10616,Maurice Harkless,POR,26.0,205.74,99.79024,7.7,4.5,1.2,7.9,0.052000000000000005,0.128,0.135,0.547,0.068,2018,0,0,0,0.7317073170731707,True
10617,Maxi Kleber,DAL,27.0,210.82,108.86208,6.8,4.6,1.0,2.7,0.057,0.149,0.132,0.579,0.068,2018,0,0,0,0.8658536585365854,True
10619,Meyers Leonard,POR,27.0,215.9,115.66596,5.9,3.8,1.2,-3.7,0.055,0.206,0.149,0.675,0.123,2018,0,0,0,0.7439024390243902,True
10624,Al-Farouq Aminu,POR,28.0,205.74,99.79024,9.4,7.5,1.3,8.2,0.048,0.204,0.134,0.568,0.057,2018,0,0,0,0.9878048780487805,True
10625,Al Horford,BOS,33.0,208.28,111.13004,13.6,6.7,4.2,6.1,0.062,0.161,0.188,0.605,0.203,2018,0,1,5,0.8292682926829268,False
10628,Aaron Gordon,ORL,23.0,205.74,99.79024,16.0,7.4,3.7,1.5,0.047,0.165,0.213,0.5379999999999999,0.166,2018,0,0,0,0.9512195121951219,False
10629,Alec Burks,SAC,27.0,198.12,97.068688,8.8,3.7,2.0,-11.1,0.021,0.151,0.185,0.523,0.142,2018,0,0,0,0.7804878048780488,True
10630,Zhaire Smith,PHI,20.0,193.04,90.264808,6.7,2.2,1.7,7.3,0.028,0.087,0.166,0.5329999999999999,0.101,2018,0,0,0,0.07317073170731707,False
10632,George Hill,MIL,33.0,190.5,85.275296,9.7,3.0,2.9,11.7,0.039,0.086,0.155,0.675,0.192,2019,0,0,0,0.796875,False
10633,Gary Trent Jr.,POR,21.0,195.58,94.800728,7.8,1.7,0.9,-4.1,0.017,0.058,0.152,0.563,0.065,2019,0,0,0,0.8125,True
10635,Gary Harris,DEN,25.0,193.04,95.25431999999999,10.3,2.9,2.1,3.9,0.015,0.078,0.151,0.513,0.091,2019,0,0,0,0.84375,True
10636,Garrett Temple,BKN,33.0,195.58,88.45044,10.3,3.5,2.6,-1.6,0.016,0.091,0.161,0.507,0.135,2019,0,0,0,0.859375,False
10638,Giannis Antetokounmpo,MIL,25.0,210.82,109.76926399999999,29.6,13.7,5.8,16.1,0.069,0.305,0.362,0.608,0.33,2019,1,1,3,0.890625,False
10640,Furkan Korkmaz,PHI,22.0,200.66,91.625584,9.6,2.3,1.1,2.3,0.011,0.08900000000000001,0.177,0.565,0.07200000000000001,2019,0,0,0,0.984375,False
10641,Fred VanVleet,TOR,26.0,185.42,89.357624,17.6,3.8,6.6,5.1,0.01,0.087,0.22,0.546,0.275,2019,0,0,0,0.75,False
10643,Glenn Robinson III,PHI,26.0,198.12,100.697424,12.0,4.4,1.6,-8.1,0.042,0.104,0.161,0.5770000000000001,0.084,2019,0,0,0,0.921875,False
10644,Gordon Hayward,BOS,29.0,200.66,102.0582,16.9,6.5,4.1,8.3,0.029,0.156,0.202,0.5920000000000001,0.18,2019,0,0,1,0.671875,False
10645,Goran Dragic,MIA,33.0,190.5,86.18248,16.4,3.0,5.1,2.8,0.016,0.084,0.247,0.578,0.293,2019,0,0,1,0.8125,False
10646,Frank Ntilikina,NYK,21.0,193.04,90.7184,6.0,2.1,2.9,-4.4,0.017,0.081,0.149,0.491,0.204,2019,0,0,0,0.84375,False
10647,Gorgui Dieng,MEM,30.0,208.28,114.305184,7.4,5.8,1.2,-3.5,0.077,0.226,0.17800000000000002,0.562,0.111,2019,0,0,0,0.890625,True
10649,Grayson Allen,MEM,24.0,193.04,89.811216,7.4,2.2,1.4,-6.5,0.009000000000000001,0.118,0.173,0.5770000000000001,0.119,2019,0,0,0,0.46875,True
10650,Hamidou Diallo,OKC,21.0,195.58,91.625584,6.2,3.3,0.6,1.9,0.039,0.122,0.16699999999999998,0.486,0.044,2019,0,0,0,0.578125,False
10651,Harrison Barnes,SAC,27.0,203.2,102.0582,14.8,4.8,2.4,-1.1,0.026,0.109,0.173,0.5770000000000001,0.098,2019,0,0,0,0.984375,True
10652,Harry Giles III,SAC,21.0,210.82,108.86208,7.1,4.2,1.3,-5.6,0.06,0.244,0.2,0.59,0.125,2019,0,0,0,0.578125,True
10653,Hassan Whiteside,POR,30.0,213.36,120.20188,16.3,14.3,1.2,1.9,0.122,0.297,0.196,0.6409999999999999,0.058,2019,0,0,0,0.9375,True
10655,Ian Mahinmi,WAS,33.0,210.82,118.841104,7.4,5.7,1.3,-4.4,0.08900000000000001,0.17600000000000002,0.154,0.545,0.084,2019,0,0,0,0.59375,False
10660,Evan Fournier,ORL,27.0,200.66,92.98636,18.8,2.6,3.2,-3.0,0.008,0.073,0.238,0.599,0.161,2019,0,0,0,0.953125,False
10662,Donovan Mitchell,UTA,23.0,185.42,97.52228,24.4,4.4,4.2,3.3,0.021,0.103,0.306,0.562,0.211,2019,1,0,0,0.96875,True
10664,Donte DiVincenzo,MIL,23.0,193.04,92.079176,9.3,4.9,2.3,14.0,0.041,0.142,0.165,0.5660000000000001,0.131,2019,0,0,0,0.90625,False
10665,Dorian Finney-Smith,DAL,26.0,200.66,99.79024,9.2,5.5,1.5,7.3,0.065,0.111,0.126,0.594,0.07,2019,0,0,0,0.984375,True
10666,Doug McDermott,IND,28.0,200.66,102.0582,10.4,2.5,1.1,4.0,0.018000000000000002,0.098,0.18600000000000005,0.626,0.08,2019,0,0,0,0.96875,False
10667,Dragan Bender,GSW,22.0,213.36,112.944408,5.6,4.4,1.7,2.0,0.061,0.18,0.16899999999999998,0.5,0.13699999999999998,2019,0,0,0,0.234375,True
10668,Draymond Green,GSW,30.0,198.12,104.32616,8.0,6.2,6.2,-7.2,0.018000000000000002,0.192,0.156,0.489,0.31,2019,0,0,3,0.671875,True
10670,Duncan Robinson,MIA,25.0,200.66,97.52228,13.1,3.2,1.4,7.3,0.005,0.099,0.153,0.679,0.066,2019,0,0,0,0.984375,False
10673,Dwight Howard,LAL,34.0,208.28,120.20188,7.7,7.5,0.7,7.2,0.127,0.251,0.14300000000000002,0.698,0.047,2019,0,0,8,0.953125,True
10674,Dwight Powell,DAL,28.0,208.28,108.86208,9.4,5.7,1.5,8.9,0.071,0.132,0.126,0.677,0.076,2019,0,0,0,0.625,True
10675,Frank Kaminsky,PHX,26.0,213.36,108.86208,11.0,4.9,2.2,-2.3,0.039,0.177,0.202,0.5539999999999999,0.151,2019,0,0,0,0.5,True
10679,Elfrid Payton,NYK,26.0,190.5,88.45044,10.0,4.8,7.2,-2.8,0.04,0.126,0.19,0.468,0.348,2019,0,0,0,0.65625,False
10681,Emmanuel Mudiay,UTA,24.0,190.5,90.7184,7.3,2.4,2.2,1.3,0.023,0.117,0.214,0.55,0.217,2019,0,0,0,0.75,True
10682,Enes Kanter,BOS,27.0,208.28,113.398,8.4,7.9,0.9,8.5,0.15,0.267,0.187,0.599,0.079,2019,0,0,0,0.765625,False
10683,Eric Bledsoe,MIL,30.0,185.42,97.068688,15.2,4.7,5.4,13.9,0.026,0.12,0.235,0.5770000000000001,0.273,2019,0,0,0,0.859375,False
10684,Eric Gordon,HOU,31.0,190.5,97.52228,14.5,1.9,1.5,1.3,0.008,0.053,0.209,0.512,0.08,2019,0,0,0,0.515625,True
10685,Eric Mika,SAC,25.0,208.28,105.68693600000002,6.0,7.0,0.0,19.5,0.111,0.263,0.08900000000000001,0.773,0.0,2019,0,0,0,0.015625,True
10686,Eric Paschall,GSW,23.0,198.12,115.66596,14.0,4.6,2.0,-9.9,0.048,0.117,0.207,0.573,0.121,2019,0,0,0,0.921875,True
10687,Ersan Ilyasova,MIL,32.0,205.74,106.59412,7.0,4.9,0.9,7.5,0.063,0.208,0.165,0.5920000000000001,0.07,2019,0,0,0,0.84375,False
10690,E'Twaun Moore,NOP,31.0,190.5,86.636072,8.7,2.4,1.5,-1.1,0.028,0.095,0.197,0.509,0.11,2019,0,0,0,0.78125,True
10692,Ivica Zubac,LAC,22.0,213.36,108.86208,8.1,7.1,1.1,7.7,0.131,0.231,0.163,0.645,0.08900000000000001,2019,0,0,0,0.96875,True
10693,Isaiah Thomas,WAS,31.0,175.26,83.91452,12.2,1.7,3.7,-10.4,0.011,0.063,0.236,0.531,0.224,2019,0,0,2,0.625,False
10696,Jayson Tatum,BOS,22.0,203.2,95.25431999999999,23.5,7.1,3.0,11.0,0.027000000000000003,0.16899999999999998,0.279,0.564,0.138,2019,1,0,0,0.890625,False
10697,Jeff Green,HOU,33.0,203.2,106.59412,8.3,2.8,0.8,-2.5,0.029,0.112,0.189,0.568,0.068,2019,0,0,0,0.59375,True
10698,Jeff Teague,ATL,31.0,190.5,88.45044,10.9,2.4,5.3,-5.7,0.017,0.07400000000000001,0.193,0.55,0.306,2019,0,0,1,0.890625,False
10699,Jerami Grant,DEN,25.0,203.2,95.25431999999999,11.5,3.5,1.2,-1.7,0.031,0.101,0.17600000000000002,0.581,0.068,2019,0,0,0,0.96875,True
10701,Jeremy Lamb,IND,27.0,195.58,81.64656,12.5,4.3,2.1,-0.9,0.019,0.135,0.195,0.547,0.107,2019,0,0,0,0.71875,False
10702,Jeremy Pargo,GSW,33.0,187.96,99.336648,8.3,1.0,2.7,2.4,0.024,0.048,0.268,0.557,0.308,2019,0,0,0,0.046875,True
10705,Jimmy Butler,MIA,30.0,200.66,104.32616,20.5,6.8,6.2,5.0,0.055,0.138,0.249,0.5820000000000001,0.28800000000000003,2019,1,0,4,0.828125,False
10707,Jaylen Brown,BOS,23.0,198.12,101.151016,20.4,6.4,2.2,6.5,0.031,0.14800000000000002,0.245,0.589,0.1,2019,0,0,0,0.78125,False
10708,Joe Harris,BKN,28.0,198.12,99.79024,13.8,4.4,2.1,1.4,0.029,0.101,0.175,0.586,0.099,2019,0,0,0,0.953125,False
10709,Joel Embiid,PHI,25.0,213.36,127.00576,23.3,11.8,3.1,4.6,0.08800000000000001,0.278,0.311,0.591,0.184,2019,1,1,2,0.671875,False
10710,John Collins,ATL,22.0,205.74,106.59412,21.4,10.0,1.5,-5.3,0.079,0.209,0.225,0.66,0.081,2019,0,0,0,0.609375,False
10711,John Henson,DET,29.0,205.74,99.336648,5.6,4.1,1.4,-0.8,0.078,0.193,0.16,0.579,0.134,2019,0,0,0,0.609375,False
10716,Jonas Valanciunas,MEM,27.0,210.82,120.20188,14.7,11.1,1.8,0.2,0.111,0.276,0.209,0.626,0.104,2019,0,0,0,0.953125,True
